"id","code","name","note","user_type_id:id","reconcile","chart_template_id:id"
"account_template_poppi_241_06_01","241.06.01","MERC IMP TEMPORARIAMENTE","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_241_07_01","241.07.01","POPPI MAQS","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_241_08_01","241.08.01","MAQUINAS EM DEMONSTRACAO","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_241_10_01","241.10.01","MAT. PRIMA REMETIDA P/INDUSTRIALIZACAO","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_241_10_02","241.10.02","SIMPLES REMESSA REP. GARANTIA / TESTE","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_241_10_03","241.10.03","SIMPLES REMESSA P/EXPOSICAO FEIRAS","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_241_10_04","241.10.04","DEMONSTRACAO","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_241_10_05","241.10.05","SIMPLES REMESSA P/CONSERTO","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_01","311.01.01","ABONO DISSIDIO COLETIVO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_02","311.01.02","ORDENADOS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_03","311.01.03","FERIAS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_04","311.01.04","13o SALARIO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_05","311.01.05","DESPESAS C/INSS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_06","311.01.06","SALARIO FAMILIA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_07","311.01.07","DESPESAS C/FGTS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_08","311.01.08","DESPESAS C/FERRAMENTAS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_09","311.01.09","INDENIZACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_10","311.01.10","AGUA E ESGOTO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_11","311.01.11","ALUGUEL (PESSOA JURIDICA)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_12","311.01.12","ASSISTENCIA MEDICA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_13","311.01.13","CONTRIBUICAO SINDICAL","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_14","311.01.14","DESPESAS DE CONSERVACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_15","311.01.15","FRETES (CLIENTES SUL)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_16","311.01.16","DESPESAS DE FABRICA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_17","311.01.17","DESPESAS DE VEICULOS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_18","311.01.18","DESPESAS DE VIAGEM","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_19","311.01.19","FORCA E LUZ","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_20","311.01.20","FRETES E CARRETOS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_21","311.01.21","SERVICOS PREST P/ PESSOA JURIDICA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_22","311.01.22","MATERIAL DE CONSUMO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_23","311.01.23","FRETES (POPPI/SUL MAQS)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_24","311.01.24","SERVICOS PREST P/ PESSOA JURIDICA TRIB ISSQN","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_25","311.01.25","MATERIA PRIMA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_26","311.01.26","PRODUTOS EM ELABORACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_27","311.01.27","ADICIONAL INSALUBRIDADE","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_28","311.01.28","CAFE E LANCHES","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_29","311.01.29","PRO LABORE","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_30","311.01.30","DESPESAS DE DEPRECIACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_31","311.01.31","ADICIONAL NOTURNO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_32","311.01.32","TRANSFERENCIA P/ESTOQUE","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_33","311.01.33","(-) PIS/CONFINS S/ENTRADAS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_34","311.01.34","HORAS EXTRAS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_35","311.01.35","DESPESAS C/COMBUST.E LUBRIFIC.","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_36","311.01.36","DESPESAS C/ LEASING","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_37","311.01.37","CONTRIBUICAO CONFEDERATIVA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_38","311.01.38","ASSISTENCIA TECNICA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_39","311.01.39","FRETES (CLIENTES DIVS)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_40","311.01.40","FRETES (EXPORTACAO)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_41","311.01.41","FRETES (POPPI/SUL PECAS)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_42","311.01.42","DESPESAS C/MATERIAL SEGURANCA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_43","311.01.43","DESPESAS DE EMBALAGEM","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_44","311.01.44","FRETES (FEIRAS)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_45","311.01.45","SERVICOS PRESTADOS P/PESSOA FISICA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_46","311.01.46","ASSISTENCIA MEDICA (UNIMED)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_47","311.01.47","DESPESAS C/FGTS S/RESCISAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_48","311.01.48","DESPESAS C/COMB LUBRIF (MANUTENCAO)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_49","311.01.49","DESPESAS DE VEICULO (ASSIT TECNICA)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_50","311.01.50","FRETES (IMPORTACAO)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_51","311.01.51","SINDICATO METAGURGICOS(CONVENIO SANTA CASA)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_52","311.01.52","PLR - PARTICIPACAO NOS LUCROS E RESULTADOS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_53","311.01.53","CONTRIBUICAO P/TREIN.REQUALIFIC.PROFISSIONAL","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_54","311.01.54","UNIMED MEDICINA OCUPACIONAL","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_55","311.01.55","DESPESAS DE VIAGEM C/HOTEL","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_311_01_56","311.01.56","DESPESAS DE VIAGEM C/ALIMENTACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_01","312.01.01","COFINS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_02","312.01.02","PIS - FATURAMENTO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_03","312.01.03","I.C.M.S","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_04","312.01.04","I.P.I","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_05","312.01.05","ISSQN S/SERVICO PRESTADO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_06","312.01.06","COFINS (OUTRAS RECEITAS)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_07","312.01.07","INSS - RECEITA BRUTA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_01_08","312.01.08","ICMS SUBSTITUICAO TRIBUTARIA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_01","312.04.01","DESPESAS C/FEIRAS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_02","312.04.02","DESPESAS C/ IMPRESSOS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_03","312.04.03","DESPESAS C/FGTS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_04","312.04.04","DESPESAS DE VIAGEM C/HOTEL","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_05","312.04.05","COMISSOES S/ VENDAS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_06","312.04.06","DESPESAS C/ACESSORIA TECNICA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_07","312.04.07","DESPESAS CONVENCAO/TREINAMENTO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_08","312.04.08","SERVICOS PREST POR PESSOA JURIDICA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_09","312.04.09","DESPESAS DE VEICULOS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_10","312.04.10","DESPESAS DE VIAGEM","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_11","312.04.11","PROPAGANDA","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_12","312.04.12","DESPESAS C/ COMBUST E LUBRIFICANTES","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_13","312.04.13","DESPESAS C/FRETES","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_14","312.04.14","PERDAS COM RECEBIMENTO DE CLIENTES","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_15","312.04.15","INDENIZACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_16","312.04.16","TREINAMENTO CLIENTES/MECANICOS","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_17","312.04.17","CONFRATERNIZACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_18","312.04.18","DESPESAS PROJETO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_19","312.04.19","DESPESAS DE VIAGEM C/ALIMENTACAO","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_20","312.04.20","REFEICOES E LANCHES (RESTAURANTE)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_21","312.04.21","SERVICOS PREST P/PESSOA JURIDICA (DIVERSOS)","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_04_22","312.04.22","DESPESAS C/ FENAC","","account.data_account_type_direct_costs","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_01","312.06.01","PLR - PARTICIPACAO NOS LUCROS E RESULTADOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_02","312.06.02","ABONO DISSIDIO COLETIVO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_03","312.06.03","DESPESAS C/ MARCAS E PATENTES","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_04","312.06.04","MATERIAL DE CONSUMO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_05","312.06.05","ORDENADOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_06","312.06.06","FERIAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_07","312.06.07","13o SALARIO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_08","312.06.08","DESPESAS C/ INSS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_09","312.06.09","LEASING","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_10","312.06.10","SALARIO FAMILIA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_11","312.06.11","CUSTOS ADVOCATICIOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_12","312.06.12","AVISO PREVIO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_13","312.06.13","ASSOCIACAO DE CLASSE","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_14","312.06.14","DESPESAS C/ COMBUSTIVEIS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_15","312.06.15","CONTRIBUICAO ASSISTENCIAL","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_16","312.06.16","DESPESAS DE CARTORIO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_17","312.06.17","TELEFONE (ALUGUEL/MANUTENCAO)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_18","312.06.18","BRINDES","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_19","312.06.19","ASSISTENCIA TECNICA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_20","312.06.20","DESPESAS DE ESCRITORIO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_21","312.06.21","DESPESAS POSTAIS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_22","312.06.22","DESPESAS PROCESSAMENTO DADOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_23","312.06.23","DESPESAS CURSOS/TREINAMENTOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_24","312.06.24","DESPESAS DE VIAGENS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_25","312.06.25","CONFRATERNIZACAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_26","312.06.26","DESPESAS C/ INTERNET","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_27","312.06.27","DESPESAS C/ LIMPEZA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_28","312.06.28","SEGURO PLANO SAUDE","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_29","312.06.29","DESPESAS C/ ALIMENTACAO (RESTAURANTE)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_30","312.06.30","ASSISTENCIA MEDICA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_31","312.06.31","SEGURO PLANO FUNCIONARIOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_32","312.06.32","DESPESAS C/ FGTS S/RESCISAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_33","312.06.33","PRO-LABORE","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_34","312.06.34","SERVICOS PREST P/ PESSOA JURIDICA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_35","312.06.35","SEGUROS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_36","312.06.36","PRESTACAO SERVICOS P/PESSOA FISICA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_37","312.06.37","DESPESAS AUDITORIA/CONSULTORIA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_38","312.06.38","TELEFONES","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_39","312.06.39","DESPESAS C/ IMPRESSOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_40","312.06.40","DESPESAS DE EXPORTACAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_41","312.06.41","DESPESAS C/ FGTS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_42","312.06.42","DESPESAS C/ DESENHO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_43","312.06.43","DESPESAS DE DEPRECIACAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_44","312.06.44","SERVICOS CONTABEIS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_45","312.06.45","DESPESAS C/ SEGURANCA (MANUT/ALUGUEL)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_46","312.06.46","DESPESAS DE VEICULOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_47","312.06.47","HORAS EXTRAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_48","312.06.48","CONTRIBUICOES E DOACOES","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_49","312.06.49","DESPESAS DE IMPORTACAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_50","312.06.50","ENERGIA DE ESCRITORIO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_51","312.06.51","SERVICOS PREST P/ PJ (APOL)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_52","312.06.52","REVISTAS E JORNAIS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_53","312.06.53","ADICIONAL NOTURNO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_54","312.06.54","REFEICOES E LANCHES","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_55","312.06.55","DESPESAS DE CONSERVACAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_56","312.06.56","INDENIZACOES","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_57","312.06.57","IPVA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_58","312.06.58","DESPESAS C/ EQUIPS P/INFORMATICA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_06_59","312.06.59","SERVICOS PREST P/PESSOA JURIDICA (VEICULOS)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_01","312.08.01","JUROS/COMISSOES E DESP BANCARIAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_02","312.08.02","DESCONTO CONCEDIDO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_03","312.08.03","JUROS PAGOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_04","312.08.04","DESPESAS E JUROS DE OPERACOES BANCARIAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_05","312.08.05","MULTAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_06","312.08.06","DESPESAS DE CARTORIO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_07","312.08.07","DESPESAS DE IMPORTACAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_08","312.08.08","VARIACAO CAMBIAL PASSIVA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_09","312.08.09","VARIACAO MONETARIA PASSIVA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_10","312.08.10","VARIACAO MONETARIA (N.DEDUTIV)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_11","312.08.11","DESPESAS C/JUROS E OPERACOE FINANCEIRAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_12","312.08.12","DESPESAS C/ IPMF","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_13","312.08.13","ACRESCIMOS LEGAIS MULTAS/JUROS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_14","312.08.14","DESPESAS DE EXPORTACAO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_08_15","312.08.15","DESPESAS C/CPMF","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_09_01","312.09.01","DESPESAS TRIBUTARIAS - PARCELAMENTO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_01","312.10.01","ISSQN S/SERVICO TOMADO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_02","312.10.02","TAXAS ICMS SUBSTITUICAO TRIBUTARIA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_03","312.10.03","PIS/COFINS/CONTRIB.SOC. (LEI 10833)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_04","312.10.04","JUROS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_05","312.10.05","MULTAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_06","312.10.06","TAXAS E IMPOSTOS DIVERSOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_07","312.10.07","IPTU IMP.PRED.TERR. URBANO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_08","312.10.08","IMPOSTO SINDICAL (EMPRESA)","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_09","312.10.09","CONTRIBUICAO SINDICAL","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_10","312.10.10","CONTRIBUICAO SOCIAL","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_11","312.10.11","IMPOSTO DE RENDA S/ LUCRO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_12","312.10.12","IRRF","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_13","312.10.13","IPVA / LICENCIAMENTOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_10_14","312.10.14","IBAMA - TAXAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_312_12_01","312.12.01","ALIMENTOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_313_01_01","313.01.01","CUSTOS DE PRODUTOS VENDIDOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_313_01_02","313.01.02","CUSTOS DE MERCADORIAS VENDIDAS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_315_01_01","315.01.01","AJUSTE PROV P/DEV. DUVIDOSOS","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_315_01_02","315.01.02","GANHOS E PERDAS DE CAPITAL","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_317_01_01","317.01.01","SALDO DEVEDOR CORR. MONETARIA","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_331_01_01","331.01.01","PROVISAO P/CONTRIBUICAO SOCIAL","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_331_02_01","331.02.01","PROVISAO P/ IMPOSTO RENDA S/ LUCRO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_331_02_02","331.02.02","PROV. P/ ADICIONAL I.RENDA S/LUCRO","","account.data_account_type_expenses","","l10n_br_coa_poppi_chart_template"
